District,Year,Soil_pH,Organic_Carbon(%),Nitrogen(kg/ha),Phosphorus(kg/ha),Potassium(kg/ha),Yield_t_per_ha,crop,avg_temp,avg_humidity,total_rainfall,Rice_Variety,Humidity(%),Irrigation_Type,Fertilizer_Use(kg/ha),Pesticide_Use(kg/ha),Sowing_Date,Harvest_Date,Yield(kg/ha)
Sheikhpura,2011,7.01,0.705,293.9,11.2,138.1,5.318,rice,27.51,78.45,1074,Sona Masuri,68.7,Borewell,219,4.84,29-06-2011,02-11-2011,3477
Sheikhpura,2012,7.03,0.721,298.2,12.57,147,4.878,rice,27.76,74.79,875.6,IR64,64,Rainfed,188,3.37,27-06-2012,21-10-2012,3221
Sheikhpura,2013,6.97,0.706,309.7,13.64,141.8,4.656,rice,27.02,79.97,844.3,MTU-1010,62.8,Canal,151,1.18,27-06-2013,23-10-2013,3102
Sheikhpura,2014,6.98,0.723,297.8,12.59,144,4.971,rice,27.39,78.55,823,MTU-1010,80.1,Borewell,181,3.84,23-06-2014,30-10-2014,3074
Sheikhpura,2015,6.93,0.74,302.2,11.29,141.5,5.167,rice,28.1,75.73,847.2,Sona Masuri,71.6,Borewell,146,3.05,20-06-2015,19-10-2015,3038
Sheikhpura,2016,6.93,0.731,315.7,10.08,142,5,rice,27.87,77.82,976.4,MTU-1010,67.3,Borewell,154,4.25,22-06-2016,12-10-2016,3141
Sheikhpura,2017,6.93,0.758,319.2,11.8,149.3,5.219,rice,27.89,78.86,1026.2,Sona Masuri,82.8,Canal,189,2.1,21-06-2017,12-10-2017,3278
Sheikhpura,2018,6.86,0.779,301,12.8,149.2,5.269,rice,28.17,75.27,945.4,Sharbati,63.2,Canal,202,2.9,26-06-2018,15-10-2018,3149
Sheikhpura,2019,6.89,0.775,302.4,12.5,144.6,5.097,rice,28.59,77.33,1106.6,Swarna,77.1,Canal,129,2.21,24-06-2019,28-10-2019,3230
Sheikhpura,2020,6.91,0.784,314.5,13.27,149.3,5.103,rice,27.78,80.68,1493.2,Swarna,79.2,Borewell,159,4.99,19-06-2020,25-10-2020,3531
Sheohar,2000,7.53,0.556,279.9,20.25,160.7,4.251,rice,27.07,77.42,1241.9,IR64,89,Canal,182,1.68,17-06-2000,22-10-2000,3502
Sheohar,2001,7.52,0.585,289.5,20.24,161,4.398,rice,26.98,80.25,1132.1,IR64,60.9,Borewell,163,3.41,17-06-2001,21-10-2001,3392
Sheohar,2002,7.46,0.564,264.8,19.28,154.2,4.487,rice,26.97,79.08,779.3,MTU-1010,86.5,Canal,146,2.35,26-06-2002,16-10-2002,3139
Sheohar,2003,7.4,0.549,259.6,21.18,158.8,4.458,rice,26.76,80.01,1487.6,Swarna,74.9,Canal,194,1.01,24-06-2003,18-10-2003,3559
Sheohar,2004,7.34,0.572,278.6,20.1,159.2,4.608,rice,26.65,79.4,1102.6,IR64,75,Canal,156,3.18,28-06-2004,22-10-2004,3208
Sheohar,2005,7.3,0.557,271.6,19.56,152.3,4.727,rice,27.63,75.06,863.3,Swarna,65.9,Borewell,166,1.57,23-06-2005,15-10-2005,3166
Sheohar,2006,7.23,0.56,264.6,19.6,149.3,4.815,rice,27.33,78.74,960.8,Swarna,66.3,Canal,148,1.73,25-06-2006,17-10-2006,3032
Sheohar,2007,7.16,0.556,265.6,20.65,147.4,4.765,rice,27.18,80.05,1564.8,Swarna,63.6,Canal,176,2.5,26-06-2007,20-10-2007,3525
Sheohar,2008,7.25,0.539,279.5,19.6,152,4.735,rice,26.92,81.1,1386.8,Swarna Sub1,60.5,Borewell,145,4.62,23-06-2008,13-10-2008,3361
Sheohar,2009,7.19,0.53,260.3,18.96,149.3,4.666,rice,27.65,76.04,1163.7,Sona Masuri,65,Rainfed,169,4.49,15-06-2009,15-10-2009,3323
Sheohar,2010,7.16,0.545,259,18.78,139.3,5.105,rice,27.82,78.23,934.3,Sharbati,78.2,Borewell,208,2.88,24-06-2010,19-10-2010,2929
Sheohar,2011,7.12,0.544,258.2,19.52,152.2,4.72,rice,27.17,79.18,1415.5,Sona Masuri,61.4,Canal,183,3.62,25-06-2011,01-11-2011,3335
Sheohar,2012,7.12,0.569,263.5,18.86,145,5.112,rice,27.44,74.83,1017.8,MTU-1010,80.5,Canal,119,1.64,20-06-2012,17-10-2012,2991
Sheohar,2013,7.09,0.552,273.5,19.18,156.8,4.757,rice,26.74,80.92,1225.8,Sharbati,66.8,Borewell,158,4.2,20-06-2013,20-10-2013,3138
Sheohar,2014,7.04,0.566,273.8,19.8,152.7,5.022,rice,27.04,79.98,1137.9,Sharbati,84.3,Rainfed,171,1.81,22-06-2014,15-10-2014,3260
Sheohar,2015,7.07,0.573,283.9,19.98,149.6,5.02,rice,27.93,75.92,760.3,Sharbati,81.8,Canal,191,4.73,21-06-2015,29-10-2015,3025
Sheohar,2016,7.01,0.56,277,20.23,152,5.164,rice,27.4,79.56,1264.5,Sona Masuri,69,Canal,192,1.95,27-06-2016,27-10-2016,3494
Sheohar,2017,7.01,0.595,283.8,20.51,150.6,4.982,rice,27.43,80.02,1439.7,Sona Masuri,89.8,Canal,209,1.73,27-06-2017,01-11-2017,3668
Sheohar,2018,6.98,0.574,279.6,20.35,159.9,5.039,rice,27.63,76.7,1070.9,Swarna,87.5,Canal,231,3.9,26-06-2018,17-10-2018,3304
Sheohar,2019,6.95,0.6,284.6,18.46,155.7,5.21,rice,27.85,78.29,1487.6,Sona Masuri,70.9,Rainfed,198,1.85,21-06-2019,23-10-2019,3452
Sheohar,2020,6.9,0.603,300.8,20.31,159.8,4.829,rice,27.41,78.63,1805.5,IR64,67.5,Rainfed,200,1.34,30-06-2020,25-10-2020,3687
Sitamarhi,2000,7.39,0.559,316.7,16.62,203.1,4.565,rice,27.02,77.96,1444,Swarna Sub1,88.3,Canal,174,3.97,22-06-2000,13-10-2000,3427
Sitamarhi,2001,7.27,0.555,297.8,17.83,206,4.767,rice,26.99,80.24,1335.4,IR64,61.1,Rainfed,154,1.49,18-06-2001,19-10-2001,3412
Sitamarhi,2002,7.27,0.551,297.6,14.52,212,4.799,rice,26.94,79.27,925.8,Sona Masuri,63.3,Rainfed,170,2.18,27-06-2002,26-10-2002,3039
Sitamarhi,2003,7.23,0.551,306.5,16.03,210.7,4.533,rice,26.69,80.64,1621.3,MTU-1010,69.7,Canal,220,1.27,23-06-2003,17-10-2003,3504
Sitamarhi,2004,7.17,0.538,295.8,14.82,203.6,4.511,rice,26.6,79.74,1281.9,Sona Masuri,87.6,Rainfed,192,4.11,26-06-2004,21-10-2004,3571
Sitamarhi,2005,7.1,0.533,280.5,14.32,205.8,4.475,rice,27.6,75.31,936.7,IR64,75.3,Rainfed,214,2.72,18-06-2005,20-10-2005,3095
Sitamarhi,2006,7.14,0.538,286.4,14.69,210.3,4.595,rice,27.32,78.87,1186.3,Swarna,87.7,Borewell,196,1.51,25-06-2006,17-10-2006,3437
Sitamarhi,2007,7.08,0.538,296.3,15.45,211.6,4.4,rice,27.14,80.22,1867.3,IR64,76.8,Borewell,220,4.58,22-06-2007,25-10-2007,3708
Sitamarhi,2008,7.12,0.524,295.8,15.2,205.3,4.668,rice,26.92,81.17,1558.4,Swarna Sub1,84.1,Canal,227,1.33,23-06-2008,28-10-2008,3754
Sitamarhi,2009,7.07,0.512,293.2,13.54,200.6,5.068,rice,27.61,76.67,1415.5,Swarna Sub1,72.5,Borewell,209,2.77,18-06-2009,19-10-2009,3443
Sitamarhi,2010,7.02,0.508,277.7,15,198.4,4.657,rice,27.69,78.8,1165.7,Swarna,70,Rainfed,176,1.96,15-06-2010,05-10-2010,3247
Sitamarhi,2011,7.04,0.511,293.3,15.51,210.8,4.748,rice,27.13,79.52,1561.7,MTU-1010,86.1,Borewell,223,4.05,15-06-2011,04-10-2011,3422
Sitamarhi,2012,7.1,0.535,291.9,14.27,205.5,5.011,rice,27.42,74.94,1144.8,Sona Masuri,83.2,Canal,169,2.52,19-06-2012,22-10-2012,3128
Sitamarhi,2013,7.04,0.546,297.9,14.08,210.6,4.585,rice,26.7,81.14,1465,Sona Masuri,66,Borewell,91,3.69,15-06-2013,09-10-2013,3331
Sitamarhi,2014,6.93,0.541,298.1,15.93,212.3,4.933,rice,26.98,80.42,1309.5,MTU-1010,61.1,Borewell,209,1.58,24-06-2014,16-10-2014,3488
Sitamarhi,2015,6.93,0.544,284.1,13.72,215.4,4.693,rice,27.86,76.43,850.4,Swarna Sub1,85.1,Canal,232,1.59,29-06-2015,06-11-2015,3302
Sitamarhi,2016,6.97,0.564,293.5,15.91,208.6,4.552,rice,27.31,79.93,1387.2,Sona Masuri,63.8,Borewell,200,1.68,22-06-2016,16-10-2016,3442
Sitamarhi,2017,6.94,0.555,297.2,17.14,205,4.961,rice,27.26,80.49,1411.6,Sharbati,80.5,Canal,175,3.73,15-06-2017,19-10-2017,3451
Sitamarhi,2018,6.9,0.576,305.4,15.98,210.1,4.814,rice,27.48,77.1,1064.7,Sharbati,66.5,Borewell,197,1.54,15-06-2018,11-10-2018,3225
Sitamarhi,2019,6.94,0.591,309.1,15.08,219.5,5.425,rice,27.65,78.79,1418.6,Sona Masuri,83.2,Borewell,168,3.57,21-06-2019,17-10-2019,3424
Sitamarhi,2020,6.91,0.595,301.6,15.88,222.8,5.075,rice,27.23,79.22,1734.2,Swarna Sub1,78.7,Canal,204,4.59,15-06-2020,23-10-2020,3638
Siwan,2000,7.22,0.681,213.7,15.2,169.4,5.164,rice,27.22,76.3,971,Sharbati,67.7,Borewell,212,1.44,24-06-2000,22-10-2000,3199
Siwan,2001,7.2,0.663,198.9,17.12,172.1,4.841,rice,27.03,80.02,1169.1,Sona Masuri,79.5,Borewell,201,1.95,25-06-2001,16-10-2001,3246
Siwan,2002,7.18,0.663,198,16.6,165.7,5.069,rice,27.11,78.55,835.3,Sharbati,89.4,Canal,196,3.16,26-06-2002,28-10-2002,2936
Siwan,2003,7.13,0.629,193.9,15.08,156.7,5.233,rice,27.03,77.66,1128.2,Sona Masuri,67.4,Borewell,151,1.93,25-06-2003,30-10-2003,3031
Siwan,2004,7.12,0.644,189,15.77,168.9,4.858,rice,27.03,76.77,863.5,Swarna,72.4,Borewell,188,3.97,23-06-2004,12-10-2004,3107
Siwan,2005,7.08,0.648,177.1,15.41,159.5,4.983,rice,27.79,73.71,1093.4,IR64,89,Borewell,233,4.9,22-06-2005,22-10-2005,3141
Siwan,2006,7.04,0.636,207,15.12,163,5.39,rice,27.53,77.42,893.2,Sona Masuri,76.8,Borewell,207,4.21,21-06-2006,19-10-2006,3063
Siwan,2007,7.02,0.648,190.6,16.72,165,5.099,rice,27.5,78.58,1513.3,IR64,87.2,Borewell,120,1.08,30-06-2007,30-10-2007,3163
Siwan,2008,7.02,0.618,190.2,15.94,159.5,4.93,rice,27.13,79.99,1207.1,Sharbati,63.3,Canal,193,4.06,23-06-2008,17-10-2008,3295
Siwan,2009,7,0.629,198.4,14.61,154.8,5.083,rice,27.93,73.15,927.3,MTU-1010,78.9,Borewell,122,4.71,23-06-2009,27-10-2009,2923
Siwan,2010,7.03,0.626,177.6,14.85,152.4,4.927,rice,28.36,75.91,984.9,Swarna Sub1,88,Borewell,188,1.97,16-06-2010,18-10-2010,2961
Siwan,2011,7.02,0.607,176.2,14.52,160.9,5.066,rice,27.45,77.78,1290.2,IR64,83.3,Rainfed,140,1.29,30-06-2011,26-10-2011,3060
Siwan,2012,6.97,0.64,176.5,16.25,158.6,5.171,rice,27.74,72.87,1039.3,Swarna,77.2,Borewell,144,1.13,29-06-2012,18-10-2012,2951
Siwan,2013,6.91,0.635,194,16.35,152.2,5.075,rice,26.96,80.03,1014.2,IR64,69.1,Borewell,167,4.55,18-06-2013,13-10-2013,3032
Siwan,2014,6.9,0.647,199.8,16.57,159.8,5.279,rice,27.41,77.91,797.4,Swarna Sub1,66.6,Canal,145,3.31,16-06-2014,18-10-2014,2956
Siwan,2015,6.97,0.633,200,16.43,162.7,4.87,rice,28.05,74.9,863.3,Sona Masuri,77.3,Canal,176,1.52,15-06-2015,06-10-2015,2962
Siwan,2016,6.94,0.644,195.2,15.75,169.8,5.003,rice,27.65,78.39,1198.9,Sharbati,72.9,Borewell,209,1.35,23-06-2016,21-10-2016,3170
Siwan,2017,6.89,0.664,206.2,17.73,157.8,5.242,rice,27.82,78.02,1466.9,MTU-1010,64.4,Rainfed,181,1.6,17-06-2017,12-10-2017,3360
Siwan,2018,6.87,0.681,192.1,15.49,164.5,5.189,rice,28.09,74.68,1145.8,IR64,86.3,Borewell,219,3.65,27-06-2018,02-11-2018,3159
Siwan,2019,6.9,0.682,201.1,15.08,173.7,5.215,rice,28.1,77.01,1555.4,Sharbati,85.7,Borewell,182,2.27,23-06-2019,21-10-2019,3277
Siwan,2020,6.92,0.677,189.8,16.24,178.4,5.245,rice,27.46,78.78,1468.7,MTU-1010,61.7,Borewell,190,1.57,18-06-2020,15-10-2020,3261
Supaul,2000,6.13,0.706,378.7,13.2,246.5,4.534,rice,26.97,79.18,1567.2,Sharbati,88.2,Canal,175,2.64,29-06-2000,28-10-2000,3810
Supaul,2001,6.2,0.706,384,13.76,244.9,4.904,rice,26.88,81.62,1128.9,IR64,76,Borewell,155,4.77,23-06-2001,12-10-2001,3478
Supaul,2002,6.28,0.7,374.1,11.99,237.3,4.351,rice,26.65,81.62,1181,Swarna Sub1,66.4,Borewell,198,2.41,27-06-2002,21-10-2002,3591
Supaul,2003,6.26,0.696,386.3,12.79,234,4.882,rice,26.53,82.7,1379.3,Swarna Sub1,77.1,Borewell,158,1.45,23-06-2003,17-10-2003,3717
Supaul,2004,6.33,0.689,374.1,10.66,229.9,4.639,rice,26.5,80.65,1268.1,IR64,75.8,Canal,212,3.05,18-06-2004,16-10-2004,3541
Supaul,2005,6.35,0.682,372,11.4,236.2,4.848,rice,27.15,79.19,952.8,IR64,66.5,Borewell,196,2.8,25-06-2005,01-11-2005,3383
Supaul,2006,6.39,0.687,361.9,11.82,231.5,4.714,rice,27.17,80.09,1096.2,Sona Masuri,81.9,Canal,188,1.01,30-06-2006,28-10-2006,3269
Supaul,2007,6.42,0.696,378.8,11.46,236.9,4.948,rice,26.98,81.69,1595.1,Sona Masuri,87.8,Canal,130,1.13,27-06-2007,03-11-2007,3648
Supaul,2008,6.42,0.685,369.1,11.06,234.3,4.839,rice,26.78,82.37,1402.3,MTU-1010,85.6,Rainfed,216,1.81,24-06-2008,13-10-2008,3660
Supaul,2009,6.46,0.671,362.7,12.61,230.1,4.819,rice,27.23,79.85,1236.9,MTU-1010,77.5,Borewell,179,1.63,25-06-2009,28-10-2009,3392
Supaul,2010,6.51,0.655,359.4,10.29,232.6,4.542,rice,27.47,80.34,1167,IR64,85.4,Rainfed,213,3.67,28-06-2010,27-10-2010,3498
Supaul,2011,6.52,0.677,374.3,11.19,230.6,5.137,rice,26.81,81.71,1372.2,Sona Masuri,78.6,Rainfed,174,4.63,27-06-2011,15-10-2011,3653
Supaul,2012,6.59,0.69,375.1,11.45,237.1,4.862,rice,27.02,78.41,1098.7,Sharbati,80,Borewell,148,4.68,16-06-2012,08-10-2012,3474
Supaul,2013,6.58,0.681,373.9,12.48,236.1,4.972,rice,26.63,82.02,1329.1,Swarna Sub1,63.8,Borewell,155,1.29,30-06-2013,29-10-2013,3622
Supaul,2014,6.56,0.681,391.2,14.44,239.2,4.681,rice,26.87,81.29,1071,Sona Masuri,77.3,Rainfed,239,2.21,19-06-2014,16-10-2014,3558
Supaul,2015,6.57,0.707,391.9,11.57,237.6,5.001,rice,27.46,79.38,1104.9,IR64,74.5,Canal,150,3.51,17-06-2015,11-10-2015,3352
Supaul,2016,6.64,0.705,371.6,13.14,246.9,4.956,rice,27.1,81.78,1439.5,Sona Masuri,74,Canal,180,4.16,30-06-2016,01-11-2016,3675
Supaul,2017,6.64,0.711,380.3,13.56,244.3,5.091,rice,27.15,82.13,1437.6,IR64,87.1,Canal,162,2.25,25-06-2017,29-10-2017,3423
Supaul,2018,6.68,0.712,385.5,12.96,240.4,5.165,rice,27.38,78.64,1023.7,Sharbati,82.9,Rainfed,213,2.44,23-06-2018,25-10-2018,3428
Supaul,2019,6.65,0.72,393.4,13.06,251.3,5.126,rice,27.58,80.01,1482.8,Sona Masuri,72.7,Borewell,158,2.07,20-06-2019,14-10-2019,3598
Supaul,2020,6.68,0.74,394.3,12.45,249.2,5.044,rice,27.26,80.67,1809,Sona Masuri,62,Canal,205,3.27,15-06-2020,15-10-2020,3798
Vaishali,2000,7.28,0.564,286.8,15.5,225.6,5.499,rice,27.53,77.53,1036.9,MTU-1010,75.1,Canal,179,1.88,25-06-2000,24-10-2000,3090
Vaishali,2001,7.2,0.562,260,19.66,220.4,4.746,rice,27.37,80.96,1122,MTU-1010,76.1,Borewell,167,2.42,16-06-2001,10-10-2001,3122
Vaishali,2002,7.24,0.553,283.7,19.29,216.8,4.828,rice,27.37,79.48,757.1,Swarna Sub1,65.6,Canal,210,3.22,20-06-2002,09-10-2002,3057
Vaishali,2003,7.21,0.554,288.4,17.13,209.1,5.019,rice,27.27,79.99,1312.4,Swarna,65.1,Canal,170,3.14,27-06-2003,21-10-2003,3399
Vaishali,2004,7.11,0.532,281.1,17.48,221.8,5.272,rice,27.25,78.6,957,Sharbati,63.7,Borewell,178,2.72,15-06-2004,03-10-2004,3125
Vaishali,2005,7.12,0.525,260.9,18.27,216,5.157,rice,27.91,76.1,931.9,Sharbati,80.9,Borewell,218,2.93,25-06-2005,21-10-2005,3226
Vaishali,2007,7.09,0.515,268.5,18.76,210.4,5.194,rice,27.7,79.81,1448,Sona Masuri,88.9,Borewell,156,1.96,29-06-2007,19-10-2007,3321
Vaishali,2014,6.97,0.522,285,16.13,219.5,5.682,rice,27.5,79.96,888.5,MTU-1010,78,Canal,150,3.68,26-06-2014,26-10-2014,3154
Vaishali,2016,6.94,0.552,282.5,21.47,221.5,5.348,rice,27.92,79.1,1187.8,Sharbati,81.8,Borewell,198,1.49,25-06-2016,27-10-2016,3515
Vaishali,2017,6.88,0.545,293.7,18,209.3,5.323,rice,27.88,80.17,1215.7,MTU-1010,80.1,Borewell,179,1.12,15-06-2017,12-10-2017,3111
West Champaran,2002,7.13,0.511,280.1,17.66,211.8,4.613,rice,26.66,80.96,1136.2,IR64,60.3,Borewell,129,3.44,28-06-2002,26-10-2002,3113
West Champaran,2007,7.02,0.493,282.2,16.42,197.5,4.36,rice,26.77,81.92,1690.7,Swarna Sub1,66.8,Canal,150,2.35,30-06-2007,30-10-2007,3563
West Champaran,2008,7,0.488,262.1,16.46,204.6,5.029,rice,26.59,82.44,1443.1,IR64,75.1,Canal,184,1.34,24-06-2008,31-10-2008,3397
West Champaran,2013,6.95,0.487,274.2,16.05,206.1,4.619,rice,26.47,82.56,1279.2,Swarna,66.7,Canal,270,2.73,30-06-2013,23-10-2013,3438
West Champaran,2015,6.89,0.499,283,17.59,207.3,5.051,rice,27.48,78.36,916.4,Sona Masuri,72.5,Borewell,150,1.15,28-06-2015,30-10-2015,3079
West Champaran,2016,6.91,0.547,289,16.67,198.5,4.984,rice,27.01,81.69,1238.4,MTU-1010,85.2,Borewell,171,4.16,20-06-2016,08-10-2016,3277
West Champaran,2017,6.88,0.523,300,17.71,214.5,4.71,rice,27.16,80.91,1503.6,Swarna Sub1,73.1,Rainfed,241,3.28,21-06-2017,19-10-2017,3614
West Champaran,2018,6.89,0.536,298.2,18.15,211.5,5.162,rice,27.14,78.39,1395.1,MTU-1010,83.8,Borewell,183,4.06,22-06-2018,16-10-2018,3489
West Champaran,2020,6.88,0.548,300.9,18.5,215,4.937,rice,26.89,80.85,1912.7,Swarna,81.1,Borewell,175,3.82,23-06-2020,16-10-2020,3684
